# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	308026
#@/user_id	81bf718c-31d1-4575-8c56-55f3655d21e4
ju ran na 	居然那	c=1 d=1 t=216974
ju ran ye shi 	居然也是	c=1 d=1 t=106758
ju ren 	巨人	c=0 d=0.1 t=149335
ju sang 	沮喪	c=2 d=1.40861 t=277104
ju se 	橘色	c=1 d=1 t=279599
ju shi 	局勢	c=1 d=1 t=221318
ju shou 	拒收	c=2 d=1 t=76074
ju shou 	舉手	c=1 d=1 t=39612
ju shu 	拘束	c=3 d=1 t=293326
ju shuo 	據說	c=88 d=1 t=305336
ju shuo shi 	據說是	c=1 d=1 t=286095
ju ti 	具體	c=85 d=1 t=307912
ju ti biao xian 	具體表現	c=1 d=1 t=207824
ju ti qing kuang 	具體情況	c=1 d=1 t=88675
ju ting 	巨庭	c=1 d=1 t=72864
ju tou 	劇透	c=3 d=1 t=283408
ju tou 	巨頭	c=1 d=1 t=74898
ju wei hui 	居委會	c=1 d=1 t=240679
ju wo 	據我	c=1 d=1 t=294484
ju wo suo zhi 	據我所知	c=1 d=1 t=283905
ju wo suo zhi 	據我所致	c=1 d=1 t=283904
ju xian 	侷限	c=3 d=1 t=276631
ju xian zai 	句現在	c=1 d=1 t=197693
ju xing 	矩形	c=2 d=1 t=234538
ju xiong 	巨熊	c=1 d=1 t=259656
ju xiong 	巨胸	c=1 d=1 t=259654
ju you 	具有	c=1 d=1 t=292505
ju yu wang 	局域網	c=1 d=1 t=57753
ju zhe 	舉着	c=1 d=1 t=159356
ju zhu zheng 	居住證	c=6 d=1.09139 t=288551
ju zi 	句子	c=8 d=1.00117 t=299161
ju zi li 	句子裏	c=1 d=1 t=275677
juan 	卷	c=1 d=0.1 t=160596
juan 	圈	c=3 d=1 t=254661
juan 	娟	c=1 d=1 t=204512
juan 	捐	c=9 d=1 t=204332
juan da cong 	卷大蔥	c=1 d=1 t=38404
juan lian 	眷戀	c=2 d=1.99005 t=10467
juan pu gai 	捲鋪蓋	c=1 d=1 t=76595
juan xian 	捐獻	c=15 d=3.84123 t=265639
juan xian you jian 	捐獻郵件	c=1 d=1 t=22865
juan zong 	卷宗	c=1 d=1 t=204511
jue 	絕	c=2 d=1 t=300310
jue 	覺	c=0 d=0.1 t=90673
jue bi 	絕壁	c=10 d=1 t=260022
jue bu ai 	絕不愛	c=1 d=0.1 t=14426
jue bu yun xu 	決不允許	c=1 d=1 t=15487
jue da 	絕大	c=2 d=1 t=194425
jue da bu fen 	絕大部分	c=3 d=1 t=212532
jue de 	覺得	c=257 d=0.0095616 t=308026
jue de lan 	覺得爛	c=1 d=1 t=107903
jue de shuang 	覺得爽	c=1 d=1 t=86169
jue di 	絕地	c=4 d=1.00048 t=75023
jue di wu shi 	絕地武士	c=2 d=1 t=76959
jue ding 	決定	c=29 d=1.02945 t=300507
jue ding le 	決定了	c=1 d=1 t=300312
jue dou 	決鬥	c=5 d=1 t=215476
jue dui 	絕對	c=11 d=1 t=229118
jue e 	嗟哦	c=1 d=0.0511709 t=308026
jue jiao 	絕交	c=1 d=1 t=7236
jue qi 	崛起	c=1 d=1 t=158646
jue se 	角色	c=34 d=1 t=298256
jue se can yu 	角色參與	c=1 d=1 t=77868
jue wu 	覺悟	c=5 d=1 t=279632
jue wu shang 	覺悟上	c=1 d=1 t=96283
jue xin 	決心	c=2 d=1 t=273077
jue xing 	覺醒	c=3 d=1 t=191960
jue yu 	絕育	c=1 d=1 t=260130
jue ze 	抉擇	c=1 d=1 t=184623
jue zhao 	絕招	c=1 d=1 t=116435
jun 	俊	c=1 d=1 t=195253
jun 	君	c=5 d=1 t=298827
jun 	均	c=5 d=1 t=234187
jun 	軍	c=5 d=1 t=299556
jun che 	軍車	c=1 d=1 t=179230
jun dui 	軍隊	c=3 d=1.82283 t=299603
jun fen 	均分	c=0 d=0.1 t=267449
jun gao 	均告	c=1 d=1 t=289101
jun guan 	軍官	c=3 d=2.89356 t=205276
jun hang 	軍行	c=1 d=1 t=143017
jun hao 	軍號	c=2 d=1.99501 t=260086
jun heng 	均衡	c=4 d=1 t=152753
jun jie 	軍階	c=1 d=1 t=119200
jun ke 	均可	c=2 d=1.89137 t=240829
jun liang 	軍糧	c=1 d=1 t=147333
jun qing guan cha shi 	軍情觀察室	c=1 d=1 t=36036
jun shi 	軍事	c=1 d=1 t=27013
jun tan 	均攤	c=2 d=1.94176 t=248093
jun tong 	軍統	c=2 d=1 t=56257
jun tuan 	軍團	c=1 d=0.1 t=270146
jun wei 	均爲	c=1 d=1 t=72341
jun wu 	軍務	c=1 d=1 t=108163
jun xia lai 	軍下來	c=1 d=1 t=83864
jun xian 	均線	c=0 d=0.1 t=105792
jun xian 	軍銜	c=32 d=1 t=293191
jun xian dian shu 	軍銜點數	c=1 d=1 t=240811
jun xian dian su 	軍銜鈿粟	c=1 d=1 t=240923
jun xian zhi lei 	均線之類	c=1 d=1 t=105793
jun xie ku 	軍械庫	c=4 d=1 t=206143
jun xin 	軍心	c=0 d=0.1 t=119124
jun xin a 	軍心啊	c=1 d=1 t=119125
jun xu guan 	軍需官	c=2 d=1 t=114815
jun zhi 	均值	c=1 d=1 t=149501
jun zhu 	君主	c=0 d=0.1 t=301322
jun zhu she 	君主蛇	c=2 d=1.8311 t=301360
jun zhuang 	軍裝	c=2 d=1.91851 t=73463
jun zi xie ding 	君子協定	c=1 d=1 t=100324
ka 	卡	c=145 d=1.13738 t=306089
ka an 	卡按	c=1 d=1 t=162050
ka bao 	卡包	c=1 d=1 t=66090
ka bi 	卡比	c=2 d=1 t=292023
ka bi shou 	卡比獸	c=9 d=2.38515 t=292414
ka biao 	卡婊	c=4 d=1.98511 t=173083
ka bing 	卡兵	c=1 d=1 t=176450
ka cheng 	卡成	c=3 d=1 t=253196
ka cheng gou 	卡成夠	c=1 d=1 t=154662
ka dai 	卡帶	c=4 d=1.94176 t=297776
ka di gou 	卡迪狗	c=1 d=1 t=295774
ka dun 	卡盾	c=3 d=1 t=66644
ka dun 	卡頓	c=6 d=1 t=304340
ka duo 	卡多	c=1 d=1 t=240444
ka fei 	咖啡	c=33 d=1.01265 t=276317
ka fei fen 	咖啡粉	c=1 d=1 t=118536
ka fei guan 	咖啡館	c=1 d=1 t=142217
ka fei ji 	咖啡機	c=1 d=1 t=135319
ka fei ting 	咖啡廳	c=0 d=0.1 t=208126
ka hao 	卡號	c=3 d=1 t=161986
ka hui 	卡會	c=1 d=1 t=229510
ka ka 	卡卡	c=1 d=1 t=200257
ka ka song 	卡卡頌	c=1 d=1 t=165052
ka kan 	卡看	c=1 d=1 t=304959
ka kou 	卡扣	c=1 d=1 t=272782
ka la 	卡拉	c=0 d=0.1 t=275760
ka la zan 	卡拉讚	c=3 d=2.71725 t=275794
ka li 	卡里	c=2 d=1 t=172396
ka lu li 	卡路里	c=1 d=1 t=245582
ka mei lun 	卡梅倫	c=1 d=1 t=179512
ka nai mo he 	卡奈魔盒	c=1 d=1 t=295404
ka pai 	卡牌	c=2 d=1 t=254557
ka pian 	卡片	c=5 d=1 t=187339
ka pu 	卡噗	c=4 d=1 t=305263
ka si 	卡死	c=13 d=1 t=260563
ka tou 	卡頭	c=1 d=1 t=255996
ka wang 	卡王	c=3 d=1.13449 t=118119
ka xia 	卡下	c=1 d=5.32773e-05 t=308026
ka xiao 	卡小	c=1 d=1 t=145389
ka zai 	卡在	c=15 d=1 t=230090
ka zai nei hong 	卡在內訌	c=1 d=1 t=219729
ka zhe 	卡這	c=1 d=1 t=83640
ka zhu 	卡住	c=10 d=1 t=302790
kai 	凱	c=8 d=1 t=265660
kai 	鎧	c=1 d=1 t=243786
kai 	開	c=395 d=0.0234053 t=308026
kai ba 	開拔	c=1 d=1 t=26944
kai bo 	開播	c=1 d=1 t=79720
kai bu kai 	開不開	c=1 d=1 t=148320
kai chang 	開場	c=3 d=2.7652 t=120051
kai che 	開車	c=6 d=0.0327124 t=308026
kai cheng 	開城	c=2 d=1 t=159490
kai chu 	開出	c=1 d=1 t=216877
kai chu 	開除	c=2 d=1 t=216876
kai chu lai 	開出來	c=2 d=1 t=252717
kai da 	開打	c=2 d=1 t=122521
kai dao 	開到	c=11 d=1 t=263555
kai dao liang 	開稻粱	c=1 d=1 t=75765
kai de 	凱德	c=1 d=1 t=107155
kai de 	開得	c=1 d=1 t=24937
kai de qi 	開得起	c=1 d=0.0297478 t=308026
kai dian 	開點	c=2 d=1 t=142416
kai dong 	開動	c=2 d=1 t=298724
kai dun 	開盾	c=1 d=1 t=242065
kai duo le 	開多了	c=1 d=1 t=198712
kai fa 	開發	c=238 d=2.29461 t=303237
kai fa ban 	開發板	c=1 d=1 t=169425
kai fa cheng ben 	開發成本	c=2 d=1 t=195951
kai fa chu 	開發出	c=1 d=1 t=129438
kai fa ji 	開發機	c=4 d=1 t=274175
kai fa liang 	開發量	c=3 d=1 t=189126
kai fa shang 	開發商	c=1 d=1 t=152075
kai fa wan 	開發完	c=2 d=1 t=292703
kai fa wan 	開發萬	c=5 d=1 t=192290
kai fa zhe 	開發者	c=25 d=1 t=290644
kai fa zhong 	開發中	c=3 d=1 t=129288
kai fan 	開飯	c=2 d=1 t=143543
kai fan zhen cha 	開反偵查	c=1 d=1 t=27171
kai fang 	開房	c=22 d=1 t=307046
kai fang 	開放	c=14 d=1 t=303487
kai fang ri 	開放日	c=1 d=1 t=158073
kai feng 	開封	c=0 d=0.1 t=140351
kai feng cai 	開封菜	c=1 d=1 t=140352
kai feng cai 	開風采	c=1 d=1 t=140351
kai fu 	開復	c=6 d=1 t=75713
kai fu 	開服	c=2 d=1 t=75714
kai gao 	開搞	c=6 d=1 t=220575
kai ge 	凱歌	c=9 d=1 t=277864
kai ge 	開個	c=4 d=1 t=238138
kai gei wo 	開給我	c=1 d=1 t=183559
kai gua 	開掛	c=1 d=1 t=83635
kai guan 	開關	c=161 d=0.000682328 t=308026
kai guan biao 	開關表	c=1 d=1 t=257253
kai guan de 	開關的	c=3 d=1 t=65152
kai guan shang 	開關上	c=1 d=1 t=94493
kai guan wei 	開關位	c=1 d=1 t=76370
kai guan zou 	開關走	c=1 d=1 t=169644
kai guo 	開過	c=3 d=1 t=293860
kai hao 	開好	c=2 d=1 t=224323
kai hei 	開黑	c=1 d=1 t=156566
kai hei qi shi 	開黑騎士	c=1 d=1 t=30874
kai hu 	開戶	c=3 d=2.9216 t=55903
kai huang 	開荒	c=3 d=1 t=284839
kai hui 	開會	c=16 d=1 t=306219
kai hui er 	開會兒	c=1 d=1 t=229511
kai ji 	開機	c=2 d=1 t=232394
kai ji neng 	開技能	c=1 d=1 t=47734
kai jian 	開間	c=1 d=1 t=85033
kai jie 	開解	c=1 d=1 t=70181
kai jing dian 	開經典	c=1 d=1 t=131157
kai ju 	開局	c=1 d=1 t=268678
kai ka 	開卡	c=1 d=1 t=132875
kai kai 	開開	c=5 d=1 t=263485
kai kan 	開看	c=1 d=1 t=54157
kai ku 	凱酷	c=2 d=1 t=273683
kai lang 	開朗	c=1 d=1 t=169935
kai le 	開了	c=31 d=0.000156102 t=308026
kai le ge 	開了個	c=1 d=1 t=295924
kai mai 	開賣	c=0 d=0.1 t=234277
kai mei kai 	開沒開	c=1 d=1 t=110696
kai men 	開門	c=6 d=1 t=307089
kai piao 	開票	c=6 d=1.07502 t=295591
kai qi 	開啓	c=175 d=1 t=306542
kai qi dao 	開啓到	c=1 d=1 t=114605
kai qi lai 	開起來	c=1 d=1 t=230338
kai qi zhuang tai 	開啓狀態	c=1 d=1 t=263435
kai qu 	開去	c=1 d=1 t=92877
kai quan fu 	開全服	c=1 d=1 t=235129
kai sa 	凱撒	c=1 d=1 t=155512
kai sha 	開啥	c=1 d=1 t=82462
kai shi 	開始	c=213 d=1 t=307555
kai shi gao 	開始搞	c=1 d=1 t=60226
kai shi nong 	開始弄	c=1 d=1 t=246512
kai shi yong 	開始用	c=1 d=1 t=122010
kai shui 	開水	c=1 d=1 t=28436
kai si 	凱斯	c=1 d=1 t=36409
kai suo 	開鎖	c=1 d=1 t=162523
kai ti 	楷體	c=1 d=1 t=265047
kai tong 	開通	c=18 d=1 t=290774
kai tou 	開頭	c=7 d=1 t=255973
kai wan 	開完	c=3 d=1 t=261149
kai wan hui 	開完會	c=4 d=0.777057 t=219023
kai wan xiao 	開玩笑	c=5 d=0.011475 t=308026
kai wo 	開我	c=1 d=1 t=105898
kai xi 	凱西	c=3 d=1 t=294138
kai xi ai 	開喜愛	c=1 d=1 t=246774
kai xia 	開下	c=1 d=1 t=257593
kai xiao 	開銷	c=8 d=1 t=277331
kai xiao hao 	開小號	c=4 d=3.15704 t=148421
kai xiao zao 	開小竈	c=1 d=1 t=126857
kai xin 	開心	c=27 d=1.84366 t=302495
kai xin ni 	開心你	c=1 d=1 t=46514
kai xin xiang mu 	開新項目	c=1 d=1 t=185888
kai ya 	開呀	c=1 d=1 t=139274
kai ye che 	開夜車	c=1 d=1 t=7216
kai yi ge 	開一個	c=1 d=1 t=295544
kai yi pan 	開一盤	c=1 d=1 t=147853
kai yi pi 	開一批	c=1 d=1 t=248776
kai yi xia 	開一下	c=1 d=1 t=207381
kai yi zhang 	開一張	c=1 d=1 t=227133
kai yuan 	開源	c=4 d=1 t=209989
kai zai 	開在	c=1 d=1 t=171925
kai zhan 	開展	c=5 d=1 t=282779
kai zhan hui 	開站會	c=1 d=1 t=204871
kai zhao 	開罩	c=44 d=0.228779 t=308026
kai zhao le 	開罩了	c=3 d=1.03223 t=42348
kai zhe 	開着	c=38 d=1 t=303958
kai zheng 	開整	c=1 d=1 t=16230
kai zhi 	開支	c=1 d=1 t=248057
kai zhi qian 	開之前	c=1 d=1 t=167774
kai zou 	開走	c=1 d=1 t=32150
kan 	坎	c=1 d=1 t=152914
kan 	看	c=677 d=1.22003 t=308026
kan 	砍	c=15 d=2.84626 t=259436
kan a 	看啊	c=0 d=0.1 t=33326
kan a ke neng 	看啊可能	c=4 d=1 t=259527
kan a li 	看阿里	c=1 d=1 t=207961
kan bing 	看病	c=1 d=1 t=307112
kan bu 	看不	c=0 d=0.1 t=10172
kan bu chu 	看不出	c=2 d=1 t=261947
kan bu chu a li 	看不出啊裏	c=1 d=1 t=57729
kan bu chu lai 	看不出來	c=7 d=1 t=278464
kan bu dao 	看不到	c=54 d=0.302704 t=308026
kan bu dong 	看不懂	c=15 d=4.00653e-05 t=308026
kan bu jian 	看不見	c=1 d=0.1 t=86034
kan bu jian di 	看不見低	c=1 d=1 t=86035
kan bu kan 	看不看	c=2 d=1 t=143566
kan bu liao 	看不了	c=5 d=1 t=298955
kan bu ming bai 	看不明白	c=1 d=1 t=188574
kan bu qi 	看不起	c=3 d=0.139557 t=294028
kan bu qi xiao hao 	看不起小號	c=1 d=1 t=294029
kan bu shang 	看不上	c=2 d=1 t=301731
kan bu xia 	看不下	c=1 d=1 t=38852
kan bu xia qu 	看不下去	c=2 d=1 t=291974
kan cheng 	堪稱	c=4 d=1 t=290879
kan cheng 	看成	c=4 d=1 t=290881
kan chu 	看出	c=6 d=1 t=256636
kan chu lai 	看出來	c=5 d=1 t=219118
kan chu le 	看出了	c=1 d=1 t=37246
kan cuo 	看錯	c=11 d=0.000187825 t=308026
kan dai 	看待	c=2 d=1.97531 t=249621
kan dan 	看淡	c=1 d=1 t=270383
kan dan mu 	看彈幕	c=1 d=1 t=77230
kan dao 	看到	c=313 d=0.277862 t=308026
kan dao le 	看到了	c=1 d=1 t=40148
kan dao zhe ge 	看到這個	c=1 d=1 t=54750
kan dao zhe li 	看到這裏	c=1 d=1 t=24040
kan de 	看得	c=6 d=1 t=306984
kan de chu 	看得出	c=0 d=0.1 t=132273
kan de chu a li 	看得出阿里	c=1 d=1 t=132274
kan de dao 	看得到	c=5 d=1 t=218685
kan de dong 	看得懂	c=3 d=1 t=299704
kan dian shi 	看電視	c=1 d=1 t=245597
kan dian ying 	看電影	c=12 d=0.000532682 t=308026
kan dian ying ba 	看電影吧	c=1 d=1 t=37760
kan dian ying da 	看電影噠	c=1 d=0.00535353 t=308026
kan dian ying yi yang 	看電影一樣	c=1 d=1 t=144861
kan dong 	看懂	c=5 d=1 t=227597
kan duan 	砍斷	c=1 d=1 t=163681
kan ei you 	看誒有	c=2 d=1 t=103547
kan fa 	看法	c=8 d=1 t=304608
kan fang 	看房	c=3 d=1 t=158998
kan fang zi 	看房子	c=2 d=1 t=307215
kan ge 	看個	c=3 d=1 t=269414
kan guo 	看過	c=12 d=1 t=301281
kan guo la 	看過啦	c=1 d=1 t=38343
kan guo qu 	看過去	c=1 d=1 t=2647
kan hao 	看好	c=1 d=1 t=187704
kan jia 	看家	c=3 d=1 t=281958
kan jia 	砍價	c=3 d=1 t=129626
kan jian 	看見	c=8 d=1 t=268546
kan jian li 	看簡歷	c=2 d=1 t=97993
kan jie shao 	看介紹	c=1 d=1 t=132794
kan jie tu 	看截圖	c=1 d=1 t=262072
kan jing li 	看經歷	c=1 d=1 t=12986
kan ka 	看卡	c=2 d=1 t=199152
kan kai 	看開	c=2 d=1 t=230198
kan kan 	看看	c=314 d=0.386113 t=308026
kan kan hang qing 	看看行情	c=1 d=1 t=89122
kan kan me 	看看麼	c=1 d=1 t=201932
kan kan qing kuang 	看看情況	c=1 d=1 t=266239
kan kan wo 	看看我	c=2 d=1 t=178379
kan lai 	看來	c=28 d=1.00325 t=285312
kan le 	看了	c=51 d=5.06789e-05 t=308026
kan le 	砍了	c=3 d=0.268638 t=262921
kan le kan 	看了看	c=1 d=1 t=35469
kan le xia 	看了下	c=7 d=1 t=307051
kan le yan 	看了眼	c=1 d=1 t=12091
kan le yi yan 	看了一眼	c=2 d=1 t=65811
kan lian 	看臉	c=1 d=0.1 t=292191
kan miao shu 	看描述	c=1 d=1 t=46798
kan ming bai 	看明白	c=3 d=1 t=188595
kan ming zi 	看名字	c=2 d=1 t=32366
kan neng li 	看能力	c=1 d=1 t=144028
kan ni 	看你	c=27 d=1 t=296685
kan ni men 	看你們	c=2 d=1 t=297071
kan nin 	看您	c=1 d=1 t=179944
kan po 	看破	c=1 d=1 t=164918
kan po hong chen 	看破紅塵	c=1 d=1 t=63607
kan qi lai 	看起來	c=104 d=1 t=305630
kan qi lai hai xing 	看起來還行	c=1 d=1 t=232182
kan qian 	看錢	c=1 d=1 t=264191
kan qing 	看清	c=1 d=1 t=110139
kan qing kuang 	看情況	c=1 d=1 t=205571
kan ri chu 	看日出	c=1 d=1 t=11784
kan ri qi 	看日期	c=1 d=1 t=266788
kan sha 	砍殺	c=1 d=1 t=117641
kan shang 	看上	c=17 d=1 t=264181
kan shang qu 	看上去	c=1 d=1 t=139958
kan shei 	看誰	c=3 d=1 t=280256
kan shi fou 	看是否	c=1 d=1 t=258130
kan shu 	看數	c=3 d=1 t=222329
kan shu ju 	看數據	c=1 d=1 t=156229
kan si 	看似	c=2 d=1 t=152491
kan si 	砍死	c=1 d=1 t=196041
kan ta 	看他	c=9 d=1 t=251194
kan ta 	看她	c=2 d=1 t=129031
kan ta men 	看他們	c=4 d=1 t=211080
kan tian 	看天	c=1 d=1 t=259693
kan tou xiang 	看頭像	c=1 d=1 t=153298
kan wan 	看完	c=24 d=1.00142 t=302767
kan wan 	砍完	c=1 d=1 t=186056
kan wan ya 	看完牙	c=1 d=1 t=26445
kan wo 	看我	c=6 d=2.22136e-05 t=308026
kan wo men 	看我們	c=2 d=1 t=205335
kan wo ni 	看我你	c=1 d=1 t=40164
kan xi 	看戲	c=4 d=1 t=254386
kan xi ai 	看喜愛	c=2 d=1 t=248791
kan xia 	看下	c=164 d=0.0729781 t=308026
kan xia lai 	看下來	c=1 d=1 t=298978
kan xia le 	看下了	c=1 d=1 t=283613
kan xia wo 	看下我	c=1 d=1 t=44766
kan xing 	刊行	c=0 d=0.1 t=58884
kan ya 	看牙	c=1 d=1 t=157866
kan yan 	勘驗	c=1 d=1 t=202663
kan yang zi 	看樣子	c=1 d=1 t=13527
kan ye mian 	看頁面	c=1 d=1 t=103935
kan yi ci 	看一次	c=1 d=1 t=165407
kan yi ge 	看一個	c=1 d=1 t=21099
kan yi xia 	看一下	c=12 d=1 t=252817
kan yi yan 	看一眼	c=7 d=1 t=287136
kan yun le 	看暈了	c=1 d=1 t=302245
kan zai 	刊載	c=1 d=1 t=113609
kan zai 	看在	c=1 d=1 t=113612
kan zha 	看渣	c=1 d=1 t=111707
kan zhe 	看着	c=41 d=1.76361 t=301586
kan zhe ban 	看着辦	c=5 d=1 t=230374
kan zhe dian 	看着點	c=1 d=1 t=232681
kan zhe ge 	看這個	c=1 d=1 t=59387
kan zhe hou tai 	看着後臺	c=1 d=1 t=97010
kan zhe shuang 	看着爽	c=1 d=1 t=152554
kan zhe ta 	看着他	c=1 d=1 t=12223
kan zhe zhe ge 	看着這個	c=1 d=1 t=212432
kan zhong 	看中	c=3 d=1 t=251566
kang 	康	c=3 d=1 t=264006
kang 	抗	c=5 d=1 t=223801
kang bu zhu 	抗不住	c=2 d=1 t=94423
kang dui 	康隊	c=3 d=2.51744 t=192337
kang fu 	康復	c=8 d=3.00427 t=307665
kang fu ke 	康復科	c=2 d=1 t=295199
kang sang 	康桑	c=1 d=0.1 t=206169
kang sang mi da 	康桑密達	c=3 d=1 t=278632
kang xi 	康熙	c=1 d=1 t=9184
kang ya 	抗壓	c=2 d=1 t=110070
kang yong bin 	康永斌	c=1 d=1 t=293730
kao 	拷	c=8 d=1 t=253141
kao 	烤	c=2 d=1 t=244797
kao 	考	c=3 d=1.94649 t=284545
kao 	靠	c=29 d=1 t=305381
kao bu guo 	靠不過	c=1 d=1 t=171834
kao chuan 	尻川	c=1 d=1 t=244796
kao hao 	考好	c=2 d=1.99501 t=171900
kao he 	考覈	c=1 d=1 t=81334
kao hou 	靠後	c=0 d=0.1 t=183458
kao jin 	靠近	c=2 d=1 t=195674
kao kao 	考考	c=0 d=0.1 t=193300
kao kao kao kao 	考考考考	c=1 d=1 t=193301
kao liang 	考量	c=1 d=1 t=112554
kao lv 	考慮	c=33 d=1 t=283226
kao lv shen zhen 	考慮深圳	c=1 d=1 t=32457
kao ni 	靠你	c=2 d=1 t=155340
kao pu 	靠譜	c=76 d=1 t=307515
kao pu a 	靠譜啊	c=1 d=1 t=189914
kao qian 	考前	c=1 d=1 t=162622
kao qian 	靠前	c=1 d=1 t=162623
kao qiang 	靠牆	c=1 d=1 t=261836
kao qin 	考勤	c=12 d=3.65181 t=290536
kao qing 	靠請	c=1 d=1 t=290535
kao rou 	烤肉	c=4 d=1.95126 t=233129
kao shi 	考試	c=2 d=1.49164 t=263062
kao va 	靠<(￣︶￣)↗	c=1 d=1 t=124373
kao xiang 	烤箱	c=1 d=1 t=145155
kao ya 	烤鴨	c=3 d=1 t=107117
kao yan 	考研	c=2 d=1 t=306608
kao yan 	考驗	c=2 d=1 t=306609
kao yan yuan 	考研院	c=2 d=1 t=287207
kao yan yuan 	靠演員	c=1 d=1 t=108481
kao yu 	烤魚	c=7 d=1 t=292316
kao zhao 	考照	c=1 d=1 t=8137
kao zhe 	靠着	c=1 d=1 t=37818
ke 	克	c=3 d=1 t=259448
ke 	刻	c=2 d=1 t=108078
ke 	可	c=52 d=0.101671 t=307052
ke 	客	c=6 d=1 t=264389
ke 	殼	c=6 d=1 t=298837
ke 	磕	c=1 d=1 t=236368
ke 	科	c=5 d=1.81465 t=307734
ke 	課	c=6 d=1 t=256702
ke 	顆	c=2 d=1 t=197430
ke ai 	可愛	c=1 d=0.117539 t=308026
ke ai xian lu 	可愛線路	c=1 d=0.111359 t=308026
ke bang le 	可棒了	c=1 d=1 t=41384
ke bi 	科比	c=1 d=1 t=296605
ke bi xing 	可比性	c=1 d=1 t=133333
ke bo 	刻薄	c=1 d=1 t=7243
ke bu 	可不	c=0 d=0.1 t=179432
ke bu ke yi 	可不可以	c=8 d=1 t=270467
ke bu ke yi yong 	可不可以用	c=1 d=1 t=263578
ke bu mai 	可不買	c=1 d=1 t=179433
ke bu shu 	可部署	c=1 d=1 t=193614
ke bu wan 	可不玩	c=1 d=1 t=280302
ke cao zuo 	可操作	c=1 d=3.21532e-05 t=308026
ke ce shi 	可測試	c=1 d=1 t=219259
ke chen 	可趁	c=1 d=1 t=207627
ke chen 	砢磣	c=1 d=1 t=207628
ke cheng 	課程	c=2 d=1.90937 t=75484
ke da 	可達	c=1 d=1 t=106070
ke dai 	苛待	c=3 d=1 t=275806
ke di 	克敵	c=1 d=1 t=235753
ke di yi 	峇迪衣	c=1 d=1 t=249304
ke dian ji 	課點擊	c=1 d=1 t=228607
ke dou 	蝌蚪	c=1 d=1 t=298840
ke eng 	可嗯	c=2 d=1 t=255290
ke fa chu 	可發出	c=1 d=1 t=168400
ke fa song 	可發送	c=1 d=1 t=168590
ke fa yan 	可發言	c=1 d=1 t=231903
ke fen xiang 	可分享	c=1 d=1 t=209043
ke fou 	可否	c=18 d=0.0979409 t=308026
ke fu 	克服	c=2 d=1 t=272420
ke fu 	客服	c=79 d=0.00144449 t=308026
ke fu qu 	客服去	c=1 d=1 t=122490
ke fu quan bu 	客服全部	c=1 d=1 t=246128
ke fu qun 	客服羣	c=2 d=1 t=302701
ke fu qun li 	客服羣裏	c=2 d=1.1108 t=96573
ke fu ren yuan 	客服人員	c=1 d=1 t=95052
ke fu tong xu 	客服通許	c=1 d=1 t=55842
ke fu tuan dui 	客服團隊	c=1 d=1 t=65776
ke fu zu 	客服組	c=1 d=1 t=52100
ke gan 	柯幹	c=1 d=1 t=214744
ke gong 	可供	c=1 d=1 t=237240
ke gong chai qian 	可供差遣	c=1 d=1 t=23513
ke gu ji 	可估計	c=1 d=0.1 t=113167
ke guan 	客官	c=2 d=1 t=102195
ke hao 	可好	c=4 d=1 t=229150
ke hu 	客戶	c=11 d=1 t=287199
ke hu duan 	客戶端	c=274 d=1.01335 t=306746
ke hu duan jiu 	客戶端就	c=1 d=1 t=61788
ke hu duan zhe bian 	客戶端這邊	c=1 d=1 t=144457
ke ji 	克己	c=1 d=1 t=134744
ke ji 	客機	c=1 d=1 t=134741
ke ji 	科技	c=59 d=1 t=305874
ke ji bu 	科技部	c=0 d=0.1 t=108167
ke ji bu zhang 	科技部長	c=1 d=1 t=108168
ke ji da xue 	科技大學	c=1 d=1 t=251186
ke ji ma 	科技嗎	c=1 d=1 t=102845
ke ji shu 	可計數	c=1 d=1 t=107711
ke ji you xian 	科技優先	c=1 d=1 t=222712
ke jian 	可見	c=3 d=1 t=118047
ke jie shou 	可接受	c=1 d=1 t=238326
ke jiu 	可就	c=1 d=1 t=212904
ke jun 	克郡	c=1 d=1 t=153384
ke kao 	可靠	c=2 d=1 t=185817
ke ke 	可可	c=2 d=1 t=263792
ke ke 	磕磕	c=1 d=1 t=306563
ke kong 	可控	c=2 d=0.1 t=212936
ke kong zhi 	可控制	c=1 d=1 t=269912
ke kou ke le 	可口可樂	c=1 d=1 t=244713
ke le 	可樂	c=6 d=1 t=306908
ke le 	磕了	c=2 d=1.76338 t=104869
ke le xue bi 	可樂雪碧	c=1 d=1 t=151685
ke lian 	可憐	c=9 d=1 t=291637
ke lian chong 	可憐蟲	c=1 d=1 t=7218
ke lian jie 	可鏈接	c=1 d=1 t=186378
ke liao 	課料	c=1 d=1 t=5921
ke lin gong 	克林貢	c=1 d=1 t=46248
ke long 	克隆	c=3 d=1 t=169135
ke long ren 	克隆人	c=1 d=1 t=100077
ke mai 	可買	c=1 d=1 t=179432
ke mao 	科貿	c=1 d=1 t=214831
ke mu 	科目	c=2 d=1 t=284533
ke mu si 	科目死	c=1 d=1 t=263052
ke nan 	柯南	c=1 d=1 t=296607
ke neng 	可能	c=660 d=0.212079 t=308026
ke neng hui 	可能會	c=1 d=1 t=67460
